identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
34366966_790866;Gemeente Amsterdam;G;Mr. Visserplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;20191;-999;429;309;3;0.11;0.11;0.11;0.11;MT2017_1457;27-9-2022 09:14;LINESTRING(122065 486777,122065 486772.9999999999,122067.9999999999 486765,122076.9999999999 486760)
34366966_790867;Gemeente Amsterdam;G;Mr. Visserplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;20181;-999;429;309;18;0.11;0.11;0.11;0.11;MT2017_1458;27-9-2022 09:14;LINESTRING(122069 486793.9999999999,122066.9999999999 486789.9999999999,122065 486784.9999999999,122065 486777)
34366966_790868;Gemeente Amsterdam;G;Mr. Visserplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;20181;-999;429;309;18;0.11;0.11;0.11;0.11;MT2017_1459;27-9-2022 09:14;LINESTRING(122069 486793.9999999999,122080 486814,122092 486836)
34366966_790878;Gemeente Amsterdam;G;Amsteldijk;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;17240;-999;325;220;0;0.16;0.16;0.16;0.16;MT2017_1462;27-9-2022 09:14;LINESTRING(122150 485461.9999999999,122153 485452.9999999999,122155.9999999999 485444.9999999999)
34366966_790674;Gemeente Amsterdam;G;Wibautstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10442;-999;312;233;0;0.2;0.2;0.2;0.2;MT2017_1396;27-9-2022 09:14;LINESTRING(122453.9999999999 485742,122458 485731.9999999999,122476.9999999999 485681,122499 485620.9999999999)
34366966_790681;Gemeente Amsterdam;G;Wibautstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;1;-999;0;0;0;0;0;0;0;MT2017_1397;27-9-2022 09:14;LINESTRING(122588 485411,122635 485282.9999999999,122646 485243.9999999999,122666.9999999999 485179.9999999999)
34366966_790691;Gemeente Amsterdam;G;Johan van Hasseltweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;11411;-999;274;182;283;0.1;0.1;0.1;0.1;MT2017_1398;27-9-2022 09:14;LINESTRING(122686.9999999999 489440,122919 489294.9999999999,122981 489257,122997 489250.9999999999)
34366966_790881;Gemeente Amsterdam;G;Mauritskade;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5097;-999;130;90;0;0.02;0.02;0.02;0.02;MT2017_1463;27-9-2022 09:14;LINESTRING(122253.9999999999 485827,122263 485831,122282 485843.9999999999,122333 485885.9999999999,122347.9999999999 485899,122365.9999999999 485911,122372.9999999999 485914,122381.9999999999 485918,122385.9999999999 485920,122397 485923.9999999999,122405 485925.9999999999,122415.9999999999 485928.9999999999,122429 485932,122438 485932.9999999999,122449 485932.9999999999,122510 485932.9999999999,122519 485934,122527 485935.9999999999,122534 485939,122541 485942.9999999999,122567 485965.9999999999)
34366966_790692;Gemeente Amsterdam;G;Johan van Hasseltweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;11411;-999;274;182;283;0.1;0.1;0.1;0.1;MT2017_1399;27-9-2022 09:14;LINESTRING(122696 489454,122924 489304,122987 489262.9999999999,122997 489250.9999999999)
34366966_790693;Gemeente Amsterdam;G;IJdoornlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;17578;-999;503;330;253;0.01;0.01;0.01;0.01;MT2017_1400;27-9-2022 09:14;LINESTRING(122700.9999999999 491500.9999999999,122728.9999999999 491478,122753 491457,122815.9999999999 491410,122876 491364,122882 491361)
34366966_790882;Gemeente Amsterdam;G;Mauritskade;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5097;-999;130;90;0;0.02;0.02;0.02;0.02;MT2017_1464;27-9-2022 09:14;LINESTRING(122272 485820,122273 485825.9999999999,122296 485845,122317 485862.9999999999,122330 485873,122341.9999999999 485881.9999999999,122354 485892,122362.9999999999 485899,122371.9999999999 485904,122375.9999999999 485906,122381 485909,122388.9999999999 485911.9999999999,122395.9999999999 485914.9999999999,122399.9999999999 485916,122414 485921,122418.9999999999 485921.9999999999,122421 485923,122432 485925,122442.9999999999 485925,122455 485925.9999999999,122509 485925,122519 485925.9999999999,122530 485928.9999999999,122538.9999999999 485932,122547.9999999999 485937.9999999999,122574 485960)
34366966_790884;Gemeente Amsterdam;G;Rhijnspoorplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;9622;-999;226;161;0;0.13;0.13;0.13;0.13;MT2017_1466;27-9-2022 09:14;LINESTRING(122382.9999999999 485928.9999999999,122385.9999999999 485920,122388.9999999999 485911.9999999999,122392.9999999999 485902)
34366966_790698;Gemeente Amsterdam;G;Wibautstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;11674;-999;282;210;5;0.17;0.17;0.17;0.17;MT2017_1401;27-9-2022 09:14;LINESTRING(122737.9999999999 484959,122757 484944,122808.9999999999 484893.9999999999,122853.9999999999 484851)
34366966_790885;Gemeente Amsterdam;G;Rhijnspoorplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;9622;-999;226;161;0;0.13;0.13;0.13;0.13;MT2017_1467;27-9-2022 09:14;LINESTRING(122394 485932.9999999999,122397 485923.9999999999,122399.9999999999 485916,122404 485906)
34366966_790703;Gemeente Amsterdam;G;Wibautstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;14214;-999;391;308;5;0.15;0.15;0.15;0.15;MT2017_1402;27-9-2022 09:14;LINESTRING(122853.9999999999 484851,122887.9999999999 484816.9999999999,122930 484773,122936 484766,122954 484745)
34366966_790886;Gemeente Amsterdam;G;Nieuwe Utrechtseweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9188;-999;359;254;0;0;0;0;0;MT2017_1468;27-9-2022 09:14;LINESTRING(122568.9999999999 483347.9999999999,122577 483328.9999999999,122585.9999999999 483307.9999999999,122595.9999999999 483281,122608 483251,122614 483230.9999999999,122619.9999999999 483211,122625.9999999999 483181.9999999999,122638 483075.9999999999)
34366966_790888;Gemeente Amsterdam;G;Mosplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6820;-999;224;146;4;0.15;0.15;0.15;0.15;MT2017_1470;27-9-2022 09:14;LINESTRING(122609.9999999999 489360.9999999999,122615.9999999999 489362.9999999999,122676.9999999999 489426,122686.9999999999 489440)
34366966_790891;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;11899;-999;381;328;0;0.16;0.16;0.16;0.16;MT2017_1471;27-9-2022 09:14;LINESTRING(123012 484586,123019.9999999999 484591.9999999999,123032 484602.9999999999,123050.9999999999 484619.9999999999)
34366966_790704;Gemeente Amsterdam;G;Mauritskade;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10780;-999;261;190;0;0.19;0.19;0.19;0.19;MT2017_1403;27-9-2022 09:14;LINESTRING(122856 486066.9999999999,122863 486071,122916 486094,122926 486097,122936 486099,123012.9999999999 486103,123035 486106)
34366966_790892;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;11872;-999;470;393;294;0.21;0.21;0.21;0.21;MT2017_1472;27-9-2022 09:14;LINESTRING(123018 484541,123019.9999999999 484539.9999999999,123041 484534,123050.9999999999 484534)
34366966_790893;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12961;-999;425;348;294;0.16;0.16;0.16;0.16;MT2017_1473;27-9-2022 09:14;LINESTRING(123050.9999999999 484534,123056 484532.9999999999,123069.9999999999 484532.9999999999,123076.9999999999 484534.9999999999)
34366966_790894;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;10884;-999;233;164;0;0.16;0.16;0.16;0.16;MT2017_1474;27-9-2022 09:14;LINESTRING(123050.9999999999 484619.9999999999,123067.9999999999 484593,123073 484588,123080.9999999999 484583.9999999999,123090 484581.9999999999,123116 484581,123128.9999999999 484583)
34366966_790709;Gemeente Amsterdam;G;Mauritskade;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;10780;-999;261;190;0;0.24;0.24;0.24;0.24;MT2017_1407;27-9-2022 09:14;LINESTRING(123035 486106,123055 486110,123073 486115.9999999999,123090.9999999999 486122.9999999999,123104.9999999999 486130.9999999999,123117.9999999999 486143,123126 486153,123157.9999999999 486191.9999999999)
34366966_790895;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;26754;-999;627;516;10;0.16;0.16;0.16;0.16;MT2017_1475;27-9-2022 09:14;LINESTRING(123063.9999999999 484623.9999999999,123070.9999999999 484621.9999999999,123117 484602,123123.9999999999 484598.9999999999)
34366966_790897;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12961;-999;425;348;294;0.16;0.16;0.16;0.16;MT2017_1477;27-9-2022 09:14;LINESTRING(123076.9999999999 484534.9999999999,123083 484536,123093 484539.9999999999,123097.9999999999 484541.9999999999)
34366966_790898;Gemeente Amsterdam;G;Prins Bernhardplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;12961;-999;425;348;10;0.16;0.16;0.16;0.16;MT2017_1478;27-9-2022 09:14;LINESTRING(123097.9999999999 484541.9999999999,123110 484553,123123.9999999999 484567.9999999999,123128.9999999999 484583)
34366966_790711;Gemeente Amsterdam;G;Julianaplein;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6903;-999;448;370;0;0.3;0.3;0.3;0.3;MT2017_1408;27-9-2022 09:14;LINESTRING(123050.9999999999 484534,123067.9999999999 484487.9999999999,123080.9999999999 484452.9999999999,123140.9999999999 484292)
34366966_790899;Gemeente Amsterdam;G;JOHAN VAN HASSELTCIRCUIT;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8422;-999;152;100;342;0.11;0.11;0.11;0.11;MT2017_1479;27-9-2022 09:14;LINESTRING(123106 489158.9999999999,123113 489153,123123.9999999999 489142,123127.9999999999 489139,123137.9999999999 489132,123144.9999999999 489128,123154.9999999999 489123.9999999999,123168 489121)
34366966_790900;Gemeente Amsterdam;G;JOHAN VAN HASSELTCIRCUIT;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8422;-999;152;100;342;0.11;0.11;0.11;0.11;MT2017_1480;27-9-2022 09:14;LINESTRING(123131.9999999999 489186,123143 489186,123158.9999999999 489179,123164 489175.9999999999,123167 489174,123172.9999999999 489168.9999999999,123184.9999999999 489160,123192.9999999999 489151)
34366966_790901;Gemeente Amsterdam;G;Johan van Hasseltweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8422;-999;152;100;342;0.11;0.11;0.11;0.11;MT2017_1481;27-9-2022 09:14;LINESTRING(123168 489121,123171.9999999999 489121,123184 489118.9999999999,123201 489114,123208 489109.9999999999)
34366966_790904;Gemeente Amsterdam;G;Johan van Hasseltweg;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;8422;-999;152;100;342;0.11;0.11;0.11;0.11;MT2017_1482;27-9-2022 09:14;LINESTRING(123192.9999999999 489151,123201.9999999999 489137.9999999999,123216.9999999999 489121.9999999999,123219.9999999999 489120)
34366966_790713;Gemeente Amsterdam;G;Julianaplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;0;-999;0;0;302;0;0;0;0;MT2017_1409;27-9-2022 09:14;LINESTRING(123097.9999999999 484541.9999999999,123106 484527,123107.9999999999 484522,123117 484504.9999999999,123126 484485.9999999999,123127 484482,123155.9999999999 484410,123163 484395,123167 484389)
34366966_790911;Gemeente Amsterdam;G;Linnaeusstraat;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;4790;-999;99;79;5;0.15;0.15;0.15;0.15;MT2017_1487;27-9-2022 09:14;LINESTRING(123538.9999999999 485897.9999999999,123540.9999999999 485893.9999999999,123543 485890)
34366966_790919;Gemeente Amsterdam;G;Hugo de Vrieslaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6419;-999;109;97;515;0.14;0.14;0.14;0.14;MT2017_1492;27-9-2022 09:14;LINESTRING(124195.9999999999 484863.9999999999,124208 484874.9999999999)
34366966_943650;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2;-999;0;0;0;0;0;0;0;MT2017_2935;27-9-2022 09:14;LINESTRING(125730 487359.9999999999,125760 487150)
34366966_943652;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2;-999;0;0;0;0;0;0;0;MT2017_2937;27-9-2022 09:14;LINESTRING(125780 486995,125760 487150)
34366966_943654;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;637;-999;9;8;0;0;0;0;0;MT2017_2939;27-9-2022 09:14;LINESTRING(125780 486995,125800 486840)
34366966_943676;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2255;-999;10;8;0;0;0;0;0;MT2017_2728;27-9-2022 09:14;LINESTRING(127994.9999999999 485594.9999999999,127899.9999999999 485489.9999999999)
34366966_943679;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;134;-999;0;0;0;0;0;0;0;MT2017_2731;27-9-2022 09:14;LINESTRING(127994.9999999999 485594.9999999999,128144.9999999999 485764.9999999999)
34366966_943681;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1930;-999;18;14;0;0;0;0;0;MT2017_2733;27-9-2022 09:14;LINESTRING(128184.9999999999 485205,128112 485120)
34366966_943684;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1919;-999;18;14;0;0;0;0;0;MT2017_2736;27-9-2022 09:14;LINESTRING(128295 485329.9999999999,128184.9999999999 485205)
34366966_943696;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;705;-999;9;7;0;0;0;0;0;MT2017_2748;27-9-2022 09:14;LINESTRING(128665.9999999999 484839.9999999999,128746 484933)
34366966_943704;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;933;-999;5;4;0;0;0;0;0;MT2017_2756;27-9-2022 09:14;LINESTRING(128983 484893,129269.9999999999 484644.9999999999)
34366966_943705;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3140;-999;22;18;189;0.13;0.13;0.13;0.13;MT2017_2757;27-9-2022 09:14;LINESTRING(128983 484893,129230 485015)
34366966_943710;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;967;-999;5;4;0;0;0;0;0;MT2017_2762;27-9-2022 09:14;LINESTRING(129319.9999999999 484600,129269.9999999999 484644.9999999999)
34366966_943721;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;35;-999;0;0;0;0;0;0;0;MT2017_2773;27-9-2022 09:14;LINESTRING(129839.9999999999 484740,129581.9999999999 484600)
34366966_790737;Gemeente Amsterdam;G;Hugo de Vrieslaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5244;-999;78;69;816;0.05;0.05;0.05;0.05;MT2017_1414;27-9-2022 09:14;LINESTRING(123540.9999999999 484325,123558.9999999999 484325.9999999999,123577 484328.9999999999,123591 484332.9999999999,123601.9999999999 484337.9999999999,123612.9999999999 484344,123628.9999999999 484356,123660.9999999999 484384,123669.9999999999 484391.9999999999,123679 484398.9999999999,123686.9999999999 484407,123798 484503)
34366966_790740;Gemeente Amsterdam;G;Linnaeusstraat;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5346;-999;42;35;86;0.07;0.07;0.07;0.07;MT2017_1415;27-9-2022 09:14;LINESTRING(123614 485667.9999999999,123616.9999999999 485655,123622 485639.9999999999,123631 485618)
34366966_790750;Gemeente Amsterdam;G;Hugo de Vrieslaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6394;-999;112;98;515;0.18;0.18;0.18;0.18;MT2017_1418;27-9-2022 09:14;LINESTRING(123974 484661.9999999999,124014 484698,124072 484750.9999999999,124133 484806.9999999999)
34366966_1143732;Gemeente Amsterdam;G;WESTPOORTWEG;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;4232;-999;220;172;42;0;0;0;0;MT2017_1503;27-9-2022 09:14;LINESTRING(110986.154 491723.789,110935 492016,110895.9999999999 492238,110851 492501,110840.2749999999 492561.6219999999)
34366966_1143734;Gemeente Amsterdam;G;WESTPOORTWEG;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;9127;-999;508;404;84;0;0;0;0;MT2017_1505;27-9-2022 09:14;LINESTRING(111268.9999999999 491356,111240 491363,111175 491375.9999999999,111129.9999999999 491389,111099.9999999999 491406,111072.9999999999 491429,111057 491448,111040.9999999999 491469.9999999999,111027.9999999999 491497.9999999999,111021.9999999999 491521,111007.9999999999 491598.9999999999,110986.154 491723.789)
34366966_1143735;Gemeente Amsterdam;G;WESTPOORTWEG;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;4564;-999;254;202;42;0;0;0;0;MT2017_1506;27-9-2022 09:14;LINESTRING(111529.6209999999 491298.1629999999,111325 491342.9999999999,111268.9999999999 491356)
34366966_1143736;Gemeente Amsterdam;G;WESTPOORTWEG;;SRM1;b;1;-999;;;-999;-999;;-999;50;-999;4564;-999;254;202;42;0;0;0;0;MT2017_1507;27-9-2022 09:14;LINESTRING(111718 491256,111677 491265,111576 491288,111529.6209999999 491298.1629999999)
34366966_1143742;Gemeente Amsterdam;G;Ookmeerweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6206;-999;114;40;0;0.07;0.07;0.07;0.07;MT2017_1513;27-9-2022 09:14;LINESTRING(113037 485362,113067 485376.9999999999,113118 485397.9999999999,113145 485414,113179 485433.9999999999)
34366966_1143747;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4680;-999;58;22;2;0;0;0;0;MT2017_1518;27-9-2022 09:14;LINESTRING(113361 485097,113183.9999999999 485214)
34366966_1143748;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4330;-999;53;20;2;0;0;0;0;MT2017_1519;27-9-2022 09:14;LINESTRING(113355.9999999999 485088.9999999999,113527 484975)
34366966_1143749;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4330;-999;53;20;2;0;0;0;0;MT2017_1520;27-9-2022 09:14;LINESTRING(113532.9999999999 484982.9999999999,113484.9999999999 485015,113361 485097)
34366966_1143751;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4330;-999;53;20;2;0;0;0;0;MT2017_1522;27-9-2022 09:14;LINESTRING(113527 484975,113680 484872)
34366966_1143752;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4330;-999;53;20;2;0;0;0;0;MT2017_1523;27-9-2022 09:14;LINESTRING(113532.9999999999 484982.9999999999,113684.9999999999 484881)
34366966_1143754;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4576;-999;50;20;0;0;0;0;0;MT2017_1501;27-9-2022 09:14;LINESTRING(113793 484797,113931 484707)
34366966_1143755;Gemeente Amsterdam;G;De Alpen;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4576;-999;50;20;0;0;0;0;0;MT2017_1525;27-9-2022 09:14;LINESTRING(113797.9999999999 484806,113934 484712.9999999999)
34366966_1143757;Gemeente Amsterdam;G;Ecuplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4965;-999;52;20;0;0.01;0.01;0.01;0.01;MT2017_1527;27-9-2022 09:14;LINESTRING(114026 484679,114037 484680.9999999999,114058.9999999999 484689.9999999999,114067 484694,114075.9999999999 484701,114084 484710,114088.9999999999 484715.9999999999,114091.0589999999 484719.53)
34366966_1143758;Gemeente Amsterdam;G;Ecuplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4965;-999;52;20;0;0.01;0.01;0.01;0.01;MT2017_1528;27-9-2022 09:14;LINESTRING(114026.9999999999 484672,114040 484673.9999999999,114057 484680.9999999999,114081 484696,114090 484705,114094 484708.9999999999,114097.245 484715.0839999999)
34366966_1143759;Gemeente Amsterdam;G;Ecuplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4795;-999;46;18;0;0.04;0.04;0.04;0.04;MT2017_1529;27-9-2022 09:14;LINESTRING(114091.0589999999 484719.53,114095.9999999999 484727.9999999999,114098.9999999999 484731.9999999999,114104 484748,114111.9999999999 484787,114115.9999999999 484792.9999999999,114122.9999999999 484797.9999999999,114163.9999999999 484813)
34366966_1143760;Gemeente Amsterdam;G;Ecuplein;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4795;-999;46;18;0;0.04;0.04;0.04;0.04;MT2017_1530;27-9-2022 09:14;LINESTRING(114097.245 484715.0839999999,114101.9999999999 484724,114105.9999999999 484731.9999999999,114117 484776,114118.9999999999 484778.9999999999,114169.9999999999 484795.9999999999)
34366966_1143763;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6732;-999;85;34;2;0.19;0.19;0.19;0.19;MT2017_1533;27-9-2022 09:14;LINESTRING(114270.9999999999 484846.9999999999,114336.9999999999 484869,114468.9999999999 484912,114521.9999999999 484928)
34366966_1143765;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6732;-999;85;34;2;0.19;0.19;0.19;0.19;MT2017_1535;27-9-2022 09:14;LINESTRING(114275.9999999999 484830.9999999999,114458.9999999999 484890,114474.9999999999 484893.9999999999,114526.115 484910.4299999999)
34366966_1143767;Gemeente Amsterdam;G;Baden Powellweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8596;-999;82;30;110;0.13;0.13;0.13;0.13;MT2017_1537;27-9-2022 09:14;LINESTRING(114386 485547,114440 485383)
34366966_1143768;Gemeente Amsterdam;G;Baden Powellweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8880;-999;82;29;110;0.08;0.08;0.08;0.08;MT2017_1538;27-9-2022 09:14;LINESTRING(114440 485383,114491 485224)
34366966_1143771;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;7651;-999;85;34;2;0.17;0.17;0.17;0.17;MT2017_1540;27-9-2022 09:14;LINESTRING(114526.115 484910.4299999999,114586.9999999999 484930)
34366966_1143776;Gemeente Amsterdam;G;Australiehavenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8993;-999;875;762;0;0.01;0.01;0.01;0.01;MT2017_1545;27-9-2022 09:14;LINESTRING(114656 490035,114660.9999999999 490287,114660.9999999999 490315,114660.9999999999 490336.9999999999,114658.9999999999 490357.9999999999)
34366966_1143777;Gemeente Amsterdam;G;Australiehavenweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6327;-999;217;191;0;0;0;0;0;MT2017_1546;27-9-2022 09:14;LINESTRING(114658.9999999999 490357.9999999999,114660.9999999999 490367.9999999999,114666 490380,114671.9999999999 490394,114684 490413.9999999999,114688.9999999999 490420.9999999999,114697 490428.9999999999,114701.9999999999 490434,114711 490439.9999999999,114717 490444,114732.9999999999 490451.9999999999,114741 490455,114796 490472.9999999999,114849 490489.9999999999,114880 490500,114905.9999999999 490510,114925 490519.9999999999,114948 490531.9999999999,114962 490540.9999999999,114972.9999999999 490550.9999999999,114990.9999999999 490566.9999999999,114999.9999999999 490575,115006 490582,115026 490608,115033.9999999999 490620,115050 490646,115064 490674.9999999999,115073 490707.9999999999,115077 490725,115080 490740.9999999999,115081.9999999999 490763,115083 490812,115084 491033.9999999999)
34366966_1143782;Gemeente Amsterdam;G;Vrije Geer;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8356;-999;2;0;2;0.05;0.05;0.05;0.05;MT2017_1550;27-9-2022 09:14;LINESTRING(114948 484283,114999.9999999999 484442,115005 484457.9999999999,115003.9999999999 484464.9999999999,114999.9999999999 484468,114863 484583.9999999999)
34366966_1143786;Gemeente Amsterdam;G;Ditlaar;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12925;-999;247;155;54;0;0;0;0;MT2017_1552;27-9-2022 09:14;LINESTRING(114901.9999999999 484121.9999999999,114905.9999999999 484116,114914 484110.9999999999,114999.9999999999 484084,115030 484074,115041.9999999999 484067,115050 484058,115054.9999999999 484048,115057 484037,115057 484015,115054.9999999999 483985.9999999999,115054.22 483939.2219999999)
34366966_1143787;Gemeente Amsterdam;G;Vrije Geer;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8557;-999;13;5;2;0;0;0;0;MT2017_1553;27-9-2022 09:14;LINESTRING(114901.9999999999 484121.9999999999,114901.9999999999 484130,114904 484142,114928.9999999999 484225.9999999999,114930.138 484229.4609999999)
34366966_1143789;Gemeente Amsterdam;G;Vrije Geer;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8356;-999;2;0;2;0;0;0;0;MT2017_1554;27-9-2022 09:14;LINESTRING(114930.138 484229.4609999999,114948 484283)
34366966_1143791;Gemeente Amsterdam;G;Hornweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2994;-999;59;55;0;0;0;0;0;MT2017_1555;27-9-2022 09:14;LINESTRING(114985 491966,114999.9999999999 491934,115015 491903.9999999999,115016.9999999999 491901,115019.9999999999 491896,115023.9999999999 491884.9999999999,115026.9999999999 491879,115059 491824.9999999999,115073 491798,115084.9999999999 491774,115088.9999999999 491758.9999999999,115088.9999999999 491744,115088.9999999999 491704.9999999999,115087.9999999999 491657.9999999999,115088.9999999999 491565)
34366966_1143793;Gemeente Amsterdam;G;Pieter Calandlaan;;SRM1;e;1;-999;;;-999;-999;;-999;30;-999;5105;-999;45;19;0;0.12;0.12;0.12;0.12;MT2017_1556;27-9-2022 09:14;LINESTRING(114990.9999999999 485074,114999.9999999999 485076.9999999999,115050 485092.9999999999,115110 485111,115131 485118,115169.9999999999 485130.9999999999,115185 485137)
34366966_1143796;Gemeente Amsterdam;G;Sloterweg;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;13251;-999;248;155;54;0;0;0;0;MT2017_1557;27-9-2022 09:14;LINESTRING(115053 483884,115070 483880.9999999999,115097 483877.9999999999,115108 483877,115118.9999999999 483875.9999999999,115145 483877.9999999999,115165.9999999999 483877,115188 483873.9999999999,115223.9999999999 483870,115249 483866.9999999999,115273 483866.9999999999,115300 483866.9999999999,115331 483868.9999999999,115459 483877)
34366966_1143797;Gemeente Amsterdam;G;Ditlaar;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12925;-999;247;155;54;0;0;0;0;MT2017_1558;27-9-2022 09:14;LINESTRING(115053 483884,115054.22 483939.2219999999)
