identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
34366966_1280217;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;4202;-999;262;159;56;0.02;0.02;0.02;0.02;MT2017_4119;27-9-2022 09:14;LINESTRING(114631.154199999 484103.933699999,114643.8020000009 484093.7826999979,114666.8489999989 484084.2991999979,114684.8859999999 484076.8777000009,114690.013 484074.7677000019,114691.679699998 484074.0819000009)
34366966_1280218;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6115;-999;112;40;296;0.01;0.01;0.01;0.01;MT2017_4120;27-9-2022 09:14;LINESTRING(116074.3390000019 484976.9946999999,116074.377999999 484974.006700002,116074.4169999989 484971.0187,116074.464000002 484967.356699999,116074.4715000019 484966.7745999989,116074.5109999999 484963.703699999,116074.759 484944.5987000019,116075.475400001 484889.473000001,116075.508000001 484886.9617,116075.6469999999 484876.1937000009,116075.958000001 484852.322700001,116075.987399999 484850.078400001)
34366966_1280219;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5356;-999;102;35;296;0;0;0;0;MT2017_4121;27-9-2022 09:14;LINESTRING(116078.025600001 484633.886599999,116080.4699999989 484420.8367)
34366966_1280229;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;2745;-999;145;61;295;0.07;0.07;0.07;0.07;MT2017_4133;27-9-2022 09:14;LINESTRING(117070.0002 485519.8889999989,117101.8249999989 485519.9516999979,117105.9909999999 485519.9607000019,117111.7690000009 485519.9726999999,117135.8680000009 485520.0196999979,117143.509 485520.034699999,117150.883000001 485520.0496999989,117193.5269999989 485520.133699998,117199.9996999989 485520.1461)
34366966_1280220;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4138;-999;38;17;184;0.41;0.41;0.41;0.41;MT2017_4122;27-9-2022 09:14;LINESTRING(117217.0771999989 484481.8365999979,117212.010000002 484481.7426999999,117066.6165999989 484479.039700001,116885.556000002 484475.679699998,116881.9860000009 484475.613699999,116879.6909999999 484475.5707000009,116877.3099999989 484475.5267000009,116874.3979999979 484475.4726999999,116871.035 484475.4107000009,116871.026700001 484475.3815999999)
34366966_1280230;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;6060;-999;94;39;0;0.25;0.25;0.25;0.25;MT2017_4134;27-9-2022 09:14;LINESTRING(117766.9999999999 485695,117768.2399999979 485630.061900001)
34366966_1280221;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4228;-999;144;62;184;0.06;0.06;0.06;0.06;MT2017_4123;27-9-2022 09:14;LINESTRING(117349.980599999 484482.785300002,117344.4319999999 484482.7466999999,117338.638 484482.705699999,117316.5119999979 484482.5517,117313.4589999989 484482.530699998,117274.0569999999 484482.2556999999,117227.228 484481.929699998,117218.971000001 484481.8716999999,117217.0771999989 484481.8365999979)
34366966_1280231;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;2666;-999;22;9;110;0.07;0.07;0.07;0.07;MT2017_4135;27-9-2022 09:14;LINESTRING(116700.0014999989 485849.522700001,116705.1689999999 485849.5077,116728.8649999979 485849.4417,116732.9349999989 485849.4296999979,116737.2749999989 485849.4937000009,116752.6640000009 485849.723700002,116757.4499999989 485849.795699999,116760.6990000009 485849.6957000009,116770.6790000009 485849.387699999,116779.311999999 485849.1207000019,116787.9319999999 485848.9466999989,116841.3189999979 485847.8687000009,116845.9799999999 485847.7736999989,116850 485848.000700001)
34366966_1280222;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4228;-999;144;62;110;0;0;0;0;MT2017_4124;27-9-2022 09:14;LINESTRING(117490.0086 484483.7624000009,117488.8940000009 484483.7547000009,117483.763999999 484483.719700001,117373.5109999999 484482.9497000019,117362.5619999989 484482.8726999979,117349.980599999 484482.785300002)
34366966_1280232;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1777;-999;8;3;110;0.17;0.17;0.17;0.17;MT2017_4136;27-9-2022 09:14;LINESTRING(116452.521000002 485846.581700001,116458.9299999999 485846.6657,116475.412 485846.879700001,116481.3390000019 485846.9567000009,116488.458999999 485847.049699999,116493.5379999989 485847.1156999989,116497.9899999979 485847.173700001,116559.0210000019 485847.967700001,116560.605 485847.9876999999,116562.9140000009 485848.017700002,116597.5049999989 485848.467700001,116599.388 485848.4927,116601.399999999 485848.5177000019,116611.2049999979 485848.6456999999,116617.2259999999 485848.7247,116625.2349999989 485848.828699999,116637.5229999979 485848.988699999,116638.901999999 485849.006700002,116641.4140000009 485849.038699999,116674.838 485849.473700002,116676.953000002 485849.5017,116680.2879999989 485849.5047000009,116691.9229999999 485849.517700002,116698.988000002 485849.5256999989,116700.0014999989 485849.522700001)
34366966_1280223;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3931;-999;146;63;110;0.03;0.03;0.03;0.03;MT2017_4125;27-9-2022 09:14;LINESTRING(117679.8920000009 484483.3271000009,117669.9580000009 484483.9686999989,117666.212000001 484484.2107000019,117663.2609999999 484484.2517,117628.765999999 484484.7307000009,117594.799 484484.493700001,117588.109000001 484484.4466999989,117582.77 484484.4087,117510.353999998 484483.903700002,117506.462000001 484483.8767,117501.9140000009 484483.8447000009,117495.6759999989 484483.8016999999,117490.0086 484483.7624000009)
34366966_1280224;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3193;-999;72;39;110;0.06;0.06;0.06;0.06;MT2017_4126;27-9-2022 09:14;LINESTRING(117855.151700001 484470.0124000009,117849.963 484470.2736999989,117820.2109999989 484471.7576999999,117814.585999999 484472.186700001,117808.9510000009 484472.5976999999,117801.7019999999 484473.1267,117790.835000001 484473.9217000009,117781.890000001 484474.5757,117772.6119999999 484475.2527000009,117761.9699999989 484476.028700002,117759.5289999989 484476.2076999989,117754.331 484476.727699999,117747.7749999989 484477.3846999999,117741.7540000009 484477.9856999999,117741.0459999999 484478.0606999989,117724.868000001 484479.764699999,117698.403999999 484481.820700001,117693.0899999999 484482.4747,117679.8920000009 484483.3271000009)
34366966_1280233;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1629;-999;3;1;110;0.12;0.12;0.12;0.12;MT2017_4137;27-9-2022 09:14;LINESTRING(116453.8325 485729.938200001,116453.8500000009 485731.0227000009,116453.833999999 485732.4697000009,116453.6660000009 485747.1217,116453.513999999 485760.240699999,116452.6039999979 485839.3847,116452.521000002 485846.581700001)
34366966_1280242;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1493;-999;24;16;23;0.01;0.01;0.01;0.01;MT2017_4153;27-9-2022 09:14;LINESTRING(118886.000300001 481869.0212999989,118893.269000001 481869.0423999989,118896.624000002 481869.053399999,118899.280999999 481869.0614,118956.5159999989 481869.233399998,118960.469999999 481869.2453999999,118964.68 481869.2584000009,118989.311000001 481869.3333999999,118995.412999999 481869.352400001,119000.495000001 481869.3674000019,119023.6460000019 481869.4363999999,119029.258000001 481869.4543999999,119031.9986999999 481869.462000001)
34366966_1280234;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1311;-999;6;2;110;0.07;0.07;0.07;0.07;MT2017_4138;27-9-2022 09:14;LINESTRING(116454.212400001 485650.068500001,116454.129000001 485655.2027,116453.8960000019 485669.5106999989,116453.8639999999 485671.447700001,116453.820999999 485674.0646999999,116453.785999998 485676.2716999989,116453.6829999979 485682.624699999,116453.678199999 485682.9957999999,116453.6530000009 485684.9356999989,116453.602000002 485688.865699999,116453.5579999979 485692.2947,116453.5019999999 485696.7547000009,116453.5002 485696.9946000019,116453.488000002 485698.5947000009,116453.4699999989 485700.7307000009,116453.454 485702.7226999999,116453.4329999979 485705.383699998,116453.7399999979 485724.203699999,116453.8325 485729.938200001)
34366966_1280243;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4800;-999;288;196;70;0.18;0.18;0.18;0.18;MT2017_4154;27-9-2022 09:14;LINESTRING(120600.0017 482805.8693,120595.1810000019 482805.878699999,120510.4329999979 482806.0406999999,120507.3460000009 482806.045699999,120504.566 482806.0516999999,120461.8559999989 482806.1317000019,120459.640000001 482806.1356999989,120455.7609999999 482806.1376999989,120406.8799999989 482806.1437,120402.885000002 482806.1437,120399.748 482806.1437,120392.041000001 482806.144699998,120392.000999998 482806.144699998)
34366966_1280244;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5993;-999;290;197;70;0.11;0.11;0.11;0.11;MT2017_4155;27-9-2022 09:14;LINESTRING(121122.0484 482803.4851000009,121096 482803.3366999999,121089.5170000009 482803.3766999999,120983.423 482804.0696999989,120980.026700001 482804.0918999979)
34366966_1280245;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1451;-999;37;23;112;0.02;0.02;0.02;0.02;MT2017_4156;27-9-2022 09:14;LINESTRING(121854.5141 484177.715599999,121940.203000002 484028.5716999989,121939.2600000019 484000.8767,121939.017000001 483993.7116999999,121939.0492999999 483992.959199999)
34366966_1280235;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7550;-999;244;156;175;0.13;0.13;0.13;0.13;MT2017_4139;27-9-2022 09:14;LINESTRING(118423.6717000009 485610.0427,118423.677999999 485610.981699999,118423.600000001 485618.729699999,118422.8999999989 485687.8167,118422.8859999999 485689.219700001,118422.7869999999 485693.866700001,118422.677299999 485699.0053,118422.299 485716.7517)
34366966_1280236;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7542;-999;217;138;175;0.01;0.01;0.01;0.01;MT2017_4140;27-9-2022 09:14;LINESTRING(118423.932500001 485349.955899999,118423.903999999 485353.8696999999,118423.8549999999 485360.3936999999,118423.3909999989 485423.3806999999,118423.322999999 485432.6867000009,118423.2619999979 485441.0126999989,118422.9369999989 485485.0507000009,118422.881000001 485492.6046999989,118422.942000002 485501.5207,118423.6310000009 485604.0166999999,118423.6717000009 485610.0427)
34366966_1280246;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7376;-999;38;21;172;0.16;0.16;0.16;0.16;MT2017_4158;27-9-2022 09:14;LINESTRING(124889.2179999979 481700.8018000009,124892.967 481696.2558000009,124894.568 481694.189800002,124896.7690000009 481691.349800002,124898.4439999979 481689.1878000009,124899.844000001 481687.3808000009,124901.776000001 481684.8867999989,124911.2239999989 481672.6928,124912.3819999989 481671.1997999999,124914.3350000009 481667.8057999979,124920.6209999989 481656.8858,124960.3089999999 481584.590799998,124982.3139999989 481543.547800001,124985.077 481538.3948,124986.3709999989 481535.9807999989,124987.4470000009 481533.972800002,124990.204999998 481528.8288,124993.787999999 481522.1447999999,124999.2409999999 481511.974800002,125000 481510.5588000009,125003.989 481503.685800001,125010.965999998 481493.990800001,125018.6999999989 481488.5657999999,125024 481486.002799999)
34366966_1280247;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;4111;-999;6;3;172;0.08;0.08;0.08;0.08;MT2017_4159;27-9-2022 09:14;LINESTRING(124781.4750000009 481869.9387999999,124844.723000001 481755.718800001,124845.549 481754.2267999979,124847.1609999979 481751.965799998,124849.2694000009 481749.399700001)
34366966_1280248;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5697;-999;24;13;172;0.15;0.15;0.15;0.15;MT2017_4160;27-9-2022 09:14;LINESTRING(124849.2694000009 481749.399700001,124850.754000001 481747.5927999989,124879.3489999989 481712.7998000009,124884.009 481707.1288000009,124886.9600000009 481703.538800001,124889.2179999979 481700.8018000009)
34366966_1280249;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;7910;-999;33;19;749;0.14;0.14;0.14;0.14;MT2017_4161;27-9-2022 09:14;LINESTRING(125089.839200001 480768.961100001,125174.9999999999 480818)
34366966_1280250;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;9122;-999;139;73;816;0.15;0.15;0.15;0.15;MT2017_4162;27-9-2022 09:14;LINESTRING(125108.6871999989 480462.3535000009,125219.9717999989 480524.4281000009)
34366966_1280251;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8810;-999;155;82;816;0.16;0.16;0.16;0.16;MT2017_4163;27-9-2022 09:14;LINESTRING(125007.405499998 480405.8584999999,125108.6871999989 480462.3535000009)
34366966_1280237;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3769;-999;312;199;153;0.19;0.19;0.19;0.19;MT2017_4148;27-9-2022 09:14;LINESTRING(120392.000999998 482806.144699998,120384.9959999989 482806.1456999999,120382.217 482806.1456999999,120379.519000001 482806.1456999999,120264.214000002 482806.159699999,120141.0359999979 482806.7886999989,120135.009399999 482806.819800001)
34366966_1280252;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8810;-999;155;82;792;0.11;0.11;0.11;0.11;MT2017_4164;27-9-2022 09:14;LINESTRING(124893.272100002 480343.1886,124955.832600001 480377.0909999979,125007.405499998 480405.8584999999)
34366966_1280254;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5432;-999;30;16;55;0.17;0.17;0.17;0.17;MT2017_4168;27-9-2022 09:14;LINESTRING(125298.186900001 480382.1026999989,125219.9717999989 480524.4281000009)
34366966_1280255;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5010;-999;19;11;55;0.22;0.22;0.22;0.22;MT2017_4169;27-9-2022 09:14;LINESTRING(125327.937899999 480327.9659,125298.186900001 480382.1026999989)
34366966_1280256;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;5010;-999;19;11;55;0.18;0.18;0.18;0.18;MT2017_4170;27-9-2022 09:14;LINESTRING(125365.7664999999 480260.4316000009,125336.1279000009 480313.0628000009,125327.937899999 480327.9659)
34366966_1280257;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;5306;-999;22;12;55;0.07;0.07;0.07;0.07;MT2017_4171;27-9-2022 09:14;LINESTRING(125482.691 480051.702399999,125434.4589999989 480138.4497000019,125426.3880999979 480152.7817)
34366966_1280258;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;12905;-999;142;79;55;0.07;0.07;0.07;0.07;MT2017_4172;27-9-2022 09:14;LINESTRING(125675.403499998 480157.8898000009,125774.6656999999 480212.5847)
34366966_1280259;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;16544;-999;82;46;168;0.08;0.08;0.08;0.08;MT2017_4173;27-9-2022 09:14;LINESTRING(125774.6656999999 480212.5847,125917.8466 479953.808499999)
34366966_1280260;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;12867;-999;73;40;168;0.1;0.1;0.1;0.1;MT2017_4177;27-9-2022 09:14;LINESTRING(126170.503699999 479497.1721,126258.6285 479337.901000001)
34366966_1280261;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;14168;-999;71;39;168;0.02;0.02;0.02;0.02;MT2017_4178;27-9-2022 09:14;LINESTRING(126130.159200002 479570.0881000009,126170.503699999 479497.1721)
34366966_1280262;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;12348;-999;81;43;168;0.15;0.15;0.15;0.15;MT2017_4179;27-9-2022 09:14;LINESTRING(126258.6285 479337.901000001,126311.1150999999 479243.0399999999)
34366966_1280238;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;3177;-999;310;197;177;0.16;0.16;0.16;0.16;MT2017_4149;27-9-2022 09:14;LINESTRING(119885.0178 482808.035100002,119882.535 482808.0496999989,119790.028000001 482808.5846999999,119785.807999998 482808.6086999999,119782.8759999979 482808.6306999999,119683.6519999989 482809.3476999999,119675.127 482809.4087,119674.9999999999 482809.4025,119670.239 482809.1726999989,119666.6990000009 482809.0017,119661.806000002 482808.7657000009,119658.278999999 482808.5947000009,119657.9999999999 482808.596799999)
34366966_1280263;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8881;-999;115;62;336;0.06;0.06;0.06;0.06;MT2017_4180;27-9-2022 09:14;LINESTRING(126311.1150999999 479243.0399999999,126309.6039999979 479242.1814000009,126305.8869999979 479240.069400001,126300.888999999 479237.2404000009,126254.1630999999 479210.7923999989,126253.7186999989 479210.5408999989,126183.9079999999 479171.027399998,126117.5839999989 479134.6623999999,126095.2380000019 479122.411400001,126092.524999999 479120.9224000009,126090.175000001 479119.6343999989,126072.2578000019 479109.810800001)
34366966_1280239;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1278;-999;0;0;0;0.05;0.05;0.05;0.05;MT2017_4150;27-9-2022 09:14;LINESTRING(119183.9805000009 482784.5428000019,119183.897999998 482667.368700001,119183.905000001 482664.287700001,119183.996800002 482616.994199999)
34366966_1280264;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;8881;-999;115;62;336;0.06;0.06;0.06;0.06;MT2017_4181;27-9-2022 09:14;LINESTRING(126072.2578000019 479109.810800001,126031.9250000009 479087.6973999999,126011.9175 479075.733199999,126012.1207999999 479075.854800001,125988.625999998 479061.805399999,125986.5049999989 479060.5374,125918.4620999989 479022.770799998)
34366966_1280265;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9805;-999;143;77;336;0.01;0.01;0.01;0.01;MT2017_4182;27-9-2022 09:14;LINESTRING(125918.4620999989 479022.770799998,125916.7389999999 479021.814399999,125822.781399999 478969.1750999989)
34366966_1280240;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;1216;-999;10;7;23;0.32;0.32;0.32;0.32;MT2017_4151;27-9-2022 09:14;LINESTRING(119441.030999999 481867.3643999989,119448.4200000019 481867.334399998,119491.282000002 481867.1634000019,119494.465 481867.150400002,119497.640000001 481867.1374000009,119510.061999999 481867.087400001,119514.6959999989 481867.069400001,119519.7979999999 481867.0484,119602.0579999979 481866.7193999999,119610.151000001 481866.6863999999,119618.561000001 481866.6534,119650.7329999989 481866.5243999999,119655.2529999989 481866.5064,119658.791999999 481866.492400002,119665.664000001 481866.4644000009,119681.309 481866.919399999)
34366966_1280266;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9805;-999;143;77;94;0.02;0.02;0.02;0.02;MT2017_4183;27-9-2022 09:14;LINESTRING(125822.781399999 478969.1750999989,125806.9140000009 478960.2855000009,125735.5382999999 478920.072500002,125711.8242000009 478907.159299999)
34366966_1280267;Gemeente Amsterdam;G;;;SRM1;e;1;-999;;;-999;-999;;-999;50;-999;9113;-999;76;41;170;0.2;0.2;0.2;0.2;MT2017_4184;27-9-2022 09:14;LINESTRING(126403.3025999999 479075.1447999999,126388.2084 479103.0824999999,126362.537700001 479149.807599999,126311.1150999999 479243.0399999999)
34366966_1280268;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;6988;-999;65;35;170;0.04;0.04;0.04;0.04;MT2017_4186;27-9-2022 09:14;LINESTRING(126731.5890999999 479043.5336999999,126707.8757000009 479036.229800001,126659.5599000009 479023.6964000019)
34366966_1280241;Gemeente Amsterdam;G;;;SRM1;c;1;-999;;;-999;-999;;-999;50;-999;606;-999;5;3;23;0.17;0.17;0.17;0.17;MT2017_4152;27-9-2022 09:14;LINESTRING(119182.0122000019 481868.724599998,119185.2879999989 481868.7014000009,119208.3460000009 481868.5384000019,119231.7349999989 481868.372400001,119291.019000001 481867.955400001,119295.0069999989 481867.9273999999,119298.5960000009 481867.913400002,119360.4789999979 481867.678399999,119364 481867.665399998,119367.6119999999 481867.6513999999,119412.120999999 481867.4783999989,119418.879000001 481867.451400001,119423.9849999989 481867.4314000009,119434.5769999999 481867.3903999999,119441.030999999 481867.3643999989)
