identificatie;wegdeelIdentificatie;naamOverheid;naam;bebouwingstype;bomenfactor;toetspuntSoort;grondslag;opmerking;identificatiePandBAG;tijdstipRegistratie;geometrie
34366966_15865532;34366966_1355278;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129095.801899999 484419.113000002)
34366966_15865533;34366966_1355278;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(128963.192400001 484266.749899998)
34366966_15865534;34366966_1355278;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129009.499899998 484362.1039)
34366966_15865535;34366966_1355284;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129365.274599999 484990.032299999)
34366966_15865536;34366966_1355282;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129369.601 484470.797600001)
34366966_15865538;34366966_1355282;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129329.341800001 484424.537700001)
34366966_15865539;34366966_1355282;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129345.670699999 484410.449900001)
34366966_15865540;34366966_1355283;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129388.605999999 484551.5964)
34366966_15865541;34366966_1355283;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129374.004500002 484535.905200001)
34366966_15865542;34366966_1355283;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129345.436000001 484590.024)
34366966_15865543;34366966_943710;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(129301.984200001 484627.7467)
34366966_15865544;34366966_1355280;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(129213.537300002 484343.6076)
34366966_15865545;34366966_1355282;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129279.4822 484334.953499999)
34366966_15865546;34366966_1355282;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129261.9628 484348.644299999)
34366966_15865549;34366966_1355285;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129382.873300001 485094.785599999)
34366966_15865550;34366966_1355282;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129386.194400001 484457.768199999)
34366966_15865551;34366966_1355288;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129521.842 484615.8664)
34366966_15865552;34366966_1355286;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129453.972800002 484544.813900001)
34366966_15865553;34366966_1355286;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129444.122200001 484554.2412)
34366966_15865554;34366966_1355288;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129525.527800001 484605.867899999)
34366966_15865559;34366966_1355285;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129569.2566 485201.9756)
34366966_15865560;34366966_1355285;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129557.109700002 485227.203699999)
34366966_15865561;34366966_1355285;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129479.427200001 485157.501400001)
34366966_15865562;34366966_1355285;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129415.2608 485082.2575)
34366966_15865563;34366966_1355284;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129388.165399998 485015.184300002)
34366966_15865564;34366966_1355285;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(129467.280400001 485182.729400001)
34366966_15867854;34366966_1300576;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122204.717599999 486891.456500001)
34366966_15867855;34366966_1354959;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122482.028000001 484659.3697)
34366966_15867856;34366966_102696;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122197.2784 486409.816199999)
34366966_15867856;34366966_102698;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122197.2784 486409.816199999)
34366966_15867857;34366966_1144588;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(122148.7192 486492.385600001)
34366966_15867857;34366966_1144591;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(122148.7192 486492.385600001)
34366966_15867859;34366966_102699;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122265.217799999 486346.934700001)
34366966_15867859;34366966_1279336;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122265.217799999 486346.934700001)
34366966_15867860;34366966_103613;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(123210.444200002 484578.200199999)
34366966_15867860;34366966_103614;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(123210.444200002 484578.200199999)
34366966_15867861;34366966_1144591;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122130.1219 486519.236099999)
34366966_15867861;34366966_1144588;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122130.1219 486519.236099999)
34366966_15867862;34366966_102640;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122302.494600002 485153.949700002)
34366966_15867863;34366966_1144575;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122127.995000001 486742.285)
34366966_15867863;34366966_1396350;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122127.995000001 486742.285)
34366966_15867864;34366966_1355010;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(121310.626499999 483702.627999999)
34366966_15867864;34366966_1355013;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(121310.626499999 483702.627999999)
34366966_15867865;34366966_102138;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(121962.534600001 487756.398899999)
34366966_15867866;34366966_1588569;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:40;POINT(121735.518599998 485636.1402)
34366966_15867867;34366966_1354984;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:40;POINT(118456.1998 487365.437199999)
34366966_15867868;34366966_102753;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122147.2544 487483.942699999)
34366966_15867868;34366966_1355103;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122147.2544 487483.942699999)
34366966_15867869;34366966_1588563;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:40;POINT(120985.181000002 485824.495999999)
34366966_15867870;34366966_1588568;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:40;POINT(121071.973999999 485727.859000001)
34366966_15867871;34366966_1300576;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122298.794799998 486948.716200002)
34366966_15867872;34366966_1300576;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122186.239999998 486921.119899999)
34366966_15867873;34366966_102688;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122360.077799998 486139.4542)
34366966_15867873;34366966_102693;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122360.077799998 486139.4542)
34366966_15867874;34366966_102688;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122289.256099999 486117.083799999)
34366966_15867874;34366966_102693;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122289.256099999 486117.083799999)
34366966_15867875;34366966_1300576;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122279.6873 486978.438499998)
34366966_15867876;34366966_1144615;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122309.505800001 486059.113299999)
34366966_15867876;34366966_1279338;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122309.505800001 486059.113299999)
34366966_15867877;34366966_102683;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122398.848999999 486008.052999999)
34366966_15867877;34366966_102682;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122398.848999999 486008.052999999)
34366966_15867878;34366966_102640;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122254.932 485223.438999999)
34366966_15867879;34366966_1279338;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122373.969999999 486082.265999999)
34366966_15867879;34366966_1144615;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(122373.969999999 486082.265999999)
34366966_15867880;34366966_102753;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122221.111000001 487416.508000001)
34366966_15867880;34366966_1355103;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122221.111000001 487416.508000001)
34366966_15867881;34366966_103123;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122946.4978 484729.228399999)
34366966_15867881;34366966_103121;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122946.4978 484729.228399999)
34366966_15874941;;Gemeente Amsterdam;PIET HEINTUNNEL,Amsterdam;;;Alle;0;;;27-9-2022 09:40;POINT(125880.000094941 487315.000461653)
34366966_15874942;;Gemeente Amsterdam;PIET HEINTUNNEL,Amsterdam;;;Alle;0;;;27-9-2022 09:40;POINT(124256.00009347 487356.000461669)
34366966_15874943;;Gemeente Amsterdam;Michiel de Ruijtertunnel R;;;Geen;1;;;27-9-2022 09:40;POINT(122003.000091437 487978.000462016)
34366966_15874944;;Gemeente Amsterdam;Michiel de Ruijtertunnel L;;;Geen;1;;;27-9-2022 09:40;POINT(122037.000091469 488038.000462048)
34366966_15874945;;Gemeente Amsterdam;Michiel de Ruijtertunnel R;;;Geen;1;;;27-9-2022 09:40;POINT(121713.000091177 488158.000462113)
34366966_15874946;;Gemeente Amsterdam;Michiel de Ruijtertunnel L;;;Geen;1;;;27-9-2022 09:40;POINT(121747.000091207 488213.000462149)
34366966_15874948;;Gemeente Amsterdam;Spaarndammertunnel;;;Alle;0;;;27-9-2022 09:40;POINT(120580.000090163 489424.000462856)
34366966_15917312;34366966_1504519;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120704.1164 489592.972399998)
34366966_15917313;34366966_1504519;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120793.685199998 489434.995099999)
34366966_15917315;34366966_1504522;Gemeente Amsterdam;R ,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(120526.172699999 489593.770599999)
34366966_15917316;34366966_1504522;Gemeente Amsterdam;L ,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(120469.782200001 489510.941300001)
34366966_15917321;34366966_1504519;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120759.5339 489524.685400002)
34366966_15917322;34366966_1504522;Gemeente Amsterdam;L ,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(120545.635400001 489570.914700001)
34366966_15917323;34366966_1504522;Gemeente Amsterdam;R ,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(120451.583700001 489534.796799999)
34366966_15917326;34366966_1504518;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120680.367199998 489623.238600001)
34366966_15917328;34366966_1504522;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120618.967900001 489628.895100001)
34366966_15917329;34366966_1504522;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120600.428100001 489652.480599999)
34366966_15917332;34366966_1504519;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120681.314100001 489573.4619)
34366966_15917333;34366966_1504518;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120657.604499999 489603.670000002)
34366966_15917334;34366966_1504519;Gemeente Amsterdam;L ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120736.3072 489505.697900001)
34366966_15917335;34366966_1504519;Gemeente Amsterdam;R ,Amsterdam;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(120816.234200001 489454.8178)
34366966_15995851;34366966_1578568;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(118303.8354 487323.591899998)
34366966_15995828;34366966_101530;Gemeente Amsterdam;R,Europaplein,Amsterdam;1;1.5;Alle;0;;;27-9-2022 09:40;POINT(121192.921100002 484036.734700002)
34366966_15995828;34366966_1578558;Gemeente Amsterdam;R,Europaplein,Amsterdam;1;1.5;Alle;0;;;27-9-2022 09:40;POINT(121192.921100002 484036.734700002)
34366966_15995831;34366966_1578562;Gemeente Amsterdam;R,De Boelelaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119305.797800001 483128.1965)
34366966_15995831;34366966_1578563;Gemeente Amsterdam;R,De Boelelaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119305.797800001 483128.1965)
34366966_15995832;34366966_1578565;Gemeente Amsterdam;L,Gustav Mahlerlaan,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(119175.440200001 483228.1204)
34366966_15995833;34366966_1578565;Gemeente Amsterdam;R,Gustav Mahlerlaan,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(119201.456099998 483230.025600001)
34366966_15995834;34366966_1578563;Gemeente Amsterdam;L,De Boelelaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119417.9329 483177.1842)
34366966_15995834;34366966_1578562;Gemeente Amsterdam;L,De Boelelaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119417.9329 483177.1842)
34366966_15995835;34366966_1578562;Gemeente Amsterdam;L,De Boelelaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119306.353399999 483181.272)
34366966_15995835;34366966_1578563;Gemeente Amsterdam;L,De Boelelaan,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119306.353399999 483181.272)
34366966_15995836;34366966_1578566;Gemeente Amsterdam;R,Gustav Mahlerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(119501.512600001 483339.530900002)
34366966_15995837;34366966_1578566;Gemeente Amsterdam;L,Gustav Mahlerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(119506.301600002 483313.507399999)
34366966_15995838;34366966_1578566;Gemeente Amsterdam;R,Gustav Mahlerlaan,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(119233.313000001 483333.288800001)
34366966_15995840;34366966_1578559;Gemeente Amsterdam;R,Europaplein,Amsterdam;1;1.5;Alle;0;;;27-9-2022 09:40;POINT(121145.348999999 484121.5603)
34366966_15995840;34366966_1578558;Gemeente Amsterdam;R,Europaplein,Amsterdam;1;1.5;Alle;0;;;27-9-2022 09:40;POINT(121145.348999999 484121.5603)
34366966_15995841;34366966_1578566;Gemeente Amsterdam;L,Gustav Mahlerlaan,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(119235.943500001 483307.2016)
34366966_15995842;34366966_1578566;Gemeente Amsterdam;R,Gustav Mahlerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(119590.622699998 483339.0623)
34366966_15995843;34366966_1578566;Gemeente Amsterdam;R,Gustav Mahlerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(119393.280499998 483340.841800001)
34366966_15995844;34366966_1578566;Gemeente Amsterdam;L,Gustav Mahlerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(119397.739599999 483314.790100001)
34366966_15995845;34366966_1279686;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(120022.0427 483147.928800002)
34366966_15995846;34366966_1279686;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(119869.642299999 483115.6296)
34366966_15995847;34366966_1578566;Gemeente Amsterdam;L,Gustav Mahlerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:40;POINT(119597.738899998 483313.028299998)
34366966_15995848;34366966_1144184;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(119642.541499998 483348.133400001)
34366966_15995849;34366966_1279686;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(120022.0427 483115.5288)
34366966_15995850;34366966_1279686;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:40;POINT(119869.642299999 483148.029599998)
34366966_15995852;34366966_1578567;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(118261.160500001 487312.096000001)
34366966_15995971;34366966_1504491;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122670.7392 484093.940000001)
34366966_15995972;34366966_1144623;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122488.8303 487288.437199999)
34366966_15995972;34366966_102729;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122488.8303 487288.437199999)
34366966_15995973;34366966_102683;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122342.7051 485987.7641)
34366966_15995973;34366966_102682;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:40;POINT(122342.7051 485987.7641)
34366966_15995974;34366966_1144623;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(122419.962299999 487317.499899998)
34366966_15995974;34366966_102728;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122419.962299999 487317.499899998)
34366966_16014221;34366966_777110;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122602 487343)
34366966_16014221;34366966_1145036;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122602 487343)
34366966_16014221;34366966_777112;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122602 487343)
34366966_16014221;34366966_1145034;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122602 487343)
34366966_16014222;34366966_1145034;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122681 487366)
34366966_16014222;34366966_1145036;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122681 487366)
34366966_16014223;34366966_1145036;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122615 487378)
34366966_16014223;34366966_1145034;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122615 487378)
34366966_16014224;34366966_1355013;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(121302.4289 483607.033500001)
34366966_16014224;34366966_1355010;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:40;POINT(121302.4289 483607.033500001)
34366966_16014225;34366966_777110;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122673 487323)
34366966_16014225;34366966_777112;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122673 487323)
34366966_16014225;34366966_1145036;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122673 487323)
34366966_16014225;34366966_1145034;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:40;POINT(122673 487323)
34366966_16014226;34366966_1588606;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(123101.328899998 485141.312100001)
34366966_16014227;34366966_1588606;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(123083.986499999 485149.960900001)
34366966_16014228;34366966_1588602;Gemeente Amsterdam;;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122960.863499999 485013.098000001)
34366966_16014229;34366966_1588602;Gemeente Amsterdam;;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(122980.3156 484997.224599998)
34366966_16014230;34366966_1588605;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(123043.684300002 485059.2086)
34366966_16014231;34366966_1588605;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(123032.1006 485075.625700001)
34366966_16014232;34366966_1588607;Gemeente Amsterdam;;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(123151.591800001 485229.991300002)
34366966_16014233;34366966_1588600;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121136.1611 484733.3204)
34366966_16014234;34366966_1588600;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121138.488899998 484756.386399999)
34366966_16014235;34366966_1588599;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(120978.320700001 484772.384599999)
34366966_16014236;34366966_1588607;Gemeente Amsterdam;;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(123138.135200001 485247.590999998)
34366966_16014237;34366966_1588572;Gemeente Amsterdam;;2;1.5;Alle;0;;;27-9-2022 09:40;POINT(119295.481800001 487459.002300002)
34366966_16014238;34366966_1588572;Gemeente Amsterdam;;2;1.5;Alle;0;;;27-9-2022 09:40;POINT(119316.888 487463.010299999)
34366966_16014239;34366966_1588571;Gemeente Amsterdam;;2;1.5;Alle;0;;;27-9-2022 09:40;POINT(119315.261500001 487174.0988)
34366966_16014240;34366966_1588571;Gemeente Amsterdam;;2;1.5;Alle;0;;;27-9-2022 09:40;POINT(119340.281199999 487173.002300002)
34366966_16014241;34366966_1588599;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(120976.291299999 484747.455400001)
34366966_16014242;34366966_1588581;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121288.434799999 490918.816399999)
34366966_16014243;34366966_1588581;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121271.8532 490900.106699999)
34366966_16014244;34366966_1588575;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121356.2348 490863.808699999)
34366966_16014245;34366966_1588575;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121336.768599998 490847.174400002)
34366966_16014246;34366966_1588576;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121421.335700002 490783.124600001)
34366966_16014247;34366966_1588576;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121436.664299998 490802.875399999)
34366966_16014248;34366966_1588584;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121219.692499999 490979.093499999)
34366966_16014249;34366966_1588584;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121203.726 490959.8202)
34366966_16014250;34366966_1588578;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121177.626899999 491011.586599998)
34366966_16014251;34366966_1588578;Gemeente Amsterdam;;1;1.25;Alle;0;;;27-9-2022 09:40;POINT(121162.178199999 490991.930399999)
34366966_16014252;34366966_1588582;Gemeente Amsterdam;;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(121106.718499999 491036.217399999)
34366966_16014253;34366966_1588582;Gemeente Amsterdam;;3;1.25;Alle;0;;;27-9-2022 09:40;POINT(121122.281500001 491055.782600001)
