identificatie;wegdeelIdentificatie;naamOverheid;naam;bebouwingstype;bomenfactor;toetspuntSoort;grondslag;opmerking;identificatiePandBAG;tijdstipRegistratie;geometrie
34366966_1095543;34366966_776895;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120545.409854967 492578.917345231)
34366966_1095543;34366966_776894;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120545.409854967 492578.917345231)
37161516_1095544;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:39;POINT(128118.209941029 487888.41690699)
34366966_1095545;34366966_1144728;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123422.096017044 484343.216400403)
34366966_1095546;34366966_776602;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(117392.191504664 491240.926658686)
34366966_1095549;34366966_1144327;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(120463.044162091 482016.093923146)
34366966_1095553;34366966_107026;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(127357.387521229 480426.097231051)
34366966_1095554;34366966_1144139;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(119036.691570766 487423.17684954)
34366966_1095556;34366966_1354984;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(118540.575041324 487390.532666973)
34366966_1095558;34366966_1144905;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(125711.947798356 490498.992053828)
34366966_1095560;34366966_103139;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122715.363564152 485073.976377626)
34366966_1095561;34366966_1143993;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(117660.795653015 487987.304663211)
34366966_1095561;34366966_1143992;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(117660.795653015 487987.304663211)
34366966_1095562;34366966_1280083;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(125741.492652572 477912.575828501)
34366966_1095565;34366966_1279775;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120643.478739485 486295.620401419)
34366966_1095568;34366966_99871;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(119865.734813645 481965.447422402)
34366966_1095569;34366966_1279887;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(125381.670931782 481714.520693816)
34366966_1095570;34366966_101019;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(120612.051918987 487457.560513297)
34366966_1095571;34366966_100525;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(120313.051918987 487338.560513297)
34366966_1095572;34366966_102081;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121673.886848457 484436.497208012)
34366966_1095572;34366966_1355073;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121673.886848457 484436.497208012)
34366966_1095576;34366966_1279907;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126184.224845946 482157.962113926)
34366966_1095578;34366966_1279744;Gemeente Amsterdam;L ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(119720.251454469 482358.400000095)
34366966_1095579;34366966_1279744;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(119720.251454469 482327.599999905)
34366966_1095580;34366966_615827;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120545.617948658 482372.299368142)
34366966_1095580;34366966_615826;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120545.617948658 482372.299368142)
34366966_1095581;34366966_615826;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120441.117948658 482371.299368142)
34366966_1095581;34366966_615827;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120441.117948658 482371.299368142)
34366966_1095584;34366966_1143913;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(116443.541138798 488265.696276714)
34366966_1095584;34366966_1143914;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(116443.541138798 488265.696276714)
34366966_1095585;34366966_776585;Gemeente Amsterdam;L ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(116819.873417053 492056.074949657)
34366966_1095589;34366966_1144291;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120277.466422394 487014.945102619)
34366966_1095591;34366966_617538;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124854.319674816 484180.18470051)
34366966_1095592;34366966_617538;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124715.819674816 484323.68470051)
34366966_1095593;34366966_103260;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122786.551570289 489895.100129579)
34366966_1095594;34366966_1144161;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(119407.64647616 487046.28020085)
34366966_1095595;34366966_1143837;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(115538.758768454 485226.157061628)
34366966_1095595;34366966_1143836;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(115538.758768454 485226.157061628)
34366966_1095613;34366966_103118;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122567.328069526 484504.718329991)
34366966_1095615;34366966_1144477;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(121569.575092248 483730.692927144)
34366966_1095616;34366966_1144477;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(121467.075092248 483738.192927144)
34366966_1095617;34366966_1279914;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126625.522871971 481995.543381011)
34366966_1095620;34366966_1144335;Gemeente Amsterdam;R Paulus Potterstraat,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(120570.705579892 485782.101633064)
34366966_1095620;34366966_1144334;Gemeente Amsterdam;R Paulus Potterstraat,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(120570.705579892 485782.101633064)
34366966_1095621;34366966_1279583;Gemeente Amsterdam;L Bos en Lommerplein,Amsterdam;2;1.0;Geen;1;Geen significante blootstelling ligging op of dicht bij snelweg;;27-9-2022 09:39;POINT(118028.291194163 487961.419015805)
34366966_1095622;34366966_776747;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(119038.372657027 489486.364325528)
34366966_1095622;34366966_776772;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(119038.372657027 489486.364325528)
34366966_1095624;34366966_790881;Gemeente Amsterdam;L Mauritskade,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122548.061650537 485967.938519275)
34366966_1095624;34366966_790882;Gemeente Amsterdam;L Mauritskade,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122548.061650537 485967.938519275)
34366966_1095625;34366966_1279914;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126596.483885094 481988.83790436)
34366966_1095626;34366966_1144718;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124432.063837379 483496.978946735)
34366966_1095626;34366966_1144721;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124432.063837379 483496.978946735)
34366966_1095629;34366966_1143942;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(116843.481226466 484606.426745465)
34366966_1095629;34366966_1279158;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(116843.481226466 484606.426745465)
34366966_1095633;34366966_94612;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(113984.233266424 484700.995517192)
34366966_1095633;34366966_94611;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(113984.233266424 484700.995517192)
34366966_1095635;34366966_776876;Gemeente Amsterdam;L Beethovenstraat,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(120235.000341996 484658.874344446)
34366966_1095637;34366966_1280083;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(125189.946507092 478191.050299607)
34366966_1095638;34366966_1279418;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(117631.878790583 486407.050371937)
34366966_1095638;34366966_1279417;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(117631.878790583 486407.050371937)
34366966_1095641;34366966_1144113;Gemeente Amsterdam;R Bos en Lommerweg,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(118790.854568261 488365.688227091)
34366966_1095645;34366966_103106;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122707.606746517 484061.644632472)
34366966_1095647;34366966_102647;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122113.50712683 485640.248386048)
34366966_1095650;34366966_104151;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(123609.888533719 486565.732922829)
34366966_1095651;34366966_101583;Gemeente Amsterdam;R ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(121270.79322163 486197.692876145)
34366966_1095652;34366966_1144760;Gemeente Amsterdam;R Nieuwe Purmerweg,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(124057.629409048 489757.413577089)
34366966_1095652;34366966_1144757;Gemeente Amsterdam;R Nieuwe Purmerweg,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(124057.629409048 489757.413577089)
37161516_1095656;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:39;POINT(127388.520605422 487422.587338527)
34366966_1095658;34366966_1144718;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123973.883175291 484015.901390356)
34366966_1095658;34366966_1144721;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123973.883175291 484015.901390356)
34366966_1095659;34366966_1355080;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121618.349240772 487989.811230286)
34366966_1095659;34366966_1355078;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(121618.349240772 487989.811230286)
34366966_1095662;34366966_100519;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120058.893798429 487169.580721342)
34366966_1095663;34366966_776926;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120939.048541646 482409.116162301)
34366966_1095666;34366966_1279445;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(122740.382015936 492253.656243559)
34366966_1095668;34366966_101000;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120867.036393996 485649.999789445)
34366966_1095669;34366966_101057;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(120891.672204021 492274.586941368)
34366966_1095670;34366966_1143838;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(115665.986998636 486786.505389272)
34366966_1095673;34366966_1279882;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(125572.355978127 489873.440085306)
34366966_1095674;34366966_96535;Gemeente Amsterdam;R ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(116498.176816102 485498.001078107)
34366966_1095675;34366966_1279766;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(120374.639548428 488185.364747457)
34366966_1095676;34366966_1279497;Gemeente Amsterdam;R Beethovenstraat,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(120394.7355224 484903.523214407)
34366966_1095676;34366966_776889;Gemeente Amsterdam;R Beethovenstraat,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(120394.7355224 484903.523214407)
34366966_1095677;34366966_142747;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(116795.037731327 492327.365977244)
34366966_1095677;34366966_142748;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(116795.037731327 492327.365977244)
34366966_1095678;34366966_1144690;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122957.528293818 487081.573442693)
37161516_1095680;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:39;POINT(129895.000383641 488723.931491648)
34366966_1095682;34366966_1279910;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126264.402300216 482203.412246343)
34366966_1095684;34366966_1144457;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(121391.908922616 491008.957066762)
34366966_1095685;34366966_1143994;Gemeente Amsterdam;R ,;4;1.25;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(117876.625212218 490680.715197271)
34366966_1095686;34366966_1143742;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(113133.138901274 485433.125125466)
34366966_1095686;34366966_1279641;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(113133.138901274 485433.125125466)
34366966_1095687;34366966_776715;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(118593.310868785 489514.645694825)
34366966_1095687;34366966_776716;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(118593.310868785 489514.645694825)
34366966_1095688;34366966_776716;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(118516.810868785 489513.145694825)
34366966_1095688;34366966_776715;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(118516.810868785 489513.145694825)
34366966_1095690;34366966_103144;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122659.724778715 485118.462058584)
34366966_1095690;34366966_103140;Gemeente Amsterdam;R ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122659.724778715 485118.462058584)
34366966_1095691;34366966_1144990;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126830.885091379 478620.696967201)
34366966_1095693;34366966_1279750;Gemeente Amsterdam;L Apollolaan,Amsterdam;2;1.5;Alle;0;;;27-9-2022 09:39;POINT(119851.816145632 484892.246195667)
34366966_1095694;34366966_1279626;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(126133.819678128 478115.145005499)
34366966_1095695;34366966_1279510;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123391.675803978 489605.015156139)
34366966_1095695;34366966_1279511;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123391.675803978 489605.015156139)
34366966_1095697;34366966_1354900;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(115311.026082881 486314.614666542)
34366966_1095697;34366966_1354899;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(115311.026082881 486314.614666542)
34366966_1095699;34366966_1144558;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122140.187119413 483716.815905905)
34366966_1095701;34366966_99932;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(119589.067768045 484432.099412343)
34366966_1095703;34366966_1143846;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(115841.856820117 489646.529920767)
34366966_1095703;34366966_1143843;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(115841.856820117 489646.529920767)
34366966_1095704;34366966_1144926;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(125946.731964208 477934.192114796)
34366966_1095705;34366966_1280067;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(123231.206481129 486212.057791132)
34366966_1095705;34366966_1280068;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(123231.206481129 486212.057791132)
34366966_1095706;34366966_790740;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(123612.508478373 485646.33862126)
34366966_1095706;34366966_1144745;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(123612.508478373 485646.33862126)
34366966_1095707;34366966_790711;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(123140.189450484 484337.617710422)
34366966_1095708;34366966_1144639;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(122564.577359423 485975.367435662)
34366966_1095709;34366966_776967;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121208.467199582 484752.845980256)
34366966_1095710;34366966_777001;Gemeente Amsterdam;L ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(121692.672699235 485249.573932901)
34366966_1095711;34366966_1144910;Gemeente Amsterdam;L Flierbosdreef,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(125671.688333802 480806.764682532)
34366966_1095711;34366966_1144907;Gemeente Amsterdam;L Flierbosdreef,Amsterdam;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(125671.688333802 480806.764682532)
34366966_1095712;34366966_1144743;Gemeente Amsterdam;L ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(123590.860144034 491429.999351242)
34366966_1095713;34366966_1144988;Gemeente Amsterdam;L ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(127052.93084754 479578.423389701)
34366966_1095715;34366966_95294;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(114691.836291719 486439.268409529)
37161516_1095716;;Hoogheemraadschap Hollands Noorderkwartier;R ,;;;Alle;0;;;27-9-2022 09:39;POINT(130835.275018196 490437.141852098)
37161516_1095718;;Hoogheemraadschap Hollands Noorderkwartier;L ,;;;Alle;0;;;27-9-2022 09:39;POINT(131831.599257595 491190.919340895)
34366966_1095720;34366966_1279506;Gemeente Amsterdam;L ,;1;1.0;Alle;0;;;27-9-2022 09:39;POINT(121640.671626858 490709.13987422)
34366966_1095722;34366966_1279332;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(121587.00618729 488243.999170831)
34366966_1095722;34366966_1354952;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(121587.00618729 488243.999170831)
34366966_1095723;34366966_102762;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122426.96510208 490333.912690996)
34366966_1095724;34366966_1355115;Gemeente Amsterdam;R Meeuwenlaan,Amsterdam;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(123503.399132676 489003.209627475)
34366966_1095725;34366966_103665;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123064.170410219 486322.709689199)
34366966_1095725;34366966_1144700;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123064.170410219 486322.709689199)
34366966_1095727;34366966_1279852;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(123491.586330518 486393.217245405)
34366966_1095727;34366966_1279851;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(123491.586330518 486393.217245405)
34366966_1095728;34366966_1279415;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(117206.274800431 487482.934626756)
34366966_1095728;34366966_1354990;Gemeente Amsterdam;L ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(117206.274800431 487482.934626756)
34366966_1095731;34366966_1355098;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121942.204128455 484398.822013937)
34366966_1095731;34366966_102083;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121942.204128455 484398.822013937)
34366966_1095732;34366966_776678;Gemeente Amsterdam;L ,;4;1.0;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(118336.825480651 490575.526288953)
34366966_1095732;34366966_776679;Gemeente Amsterdam;L ,;4;1.0;Geen;1;Rekenpunt obv toepasbaarheid Havengebied Amsterdam;;27-9-2022 09:39;POINT(118336.825480651 490575.526288953)
34366966_1095734;34366966_1144505;Gemeente Amsterdam;L ,;1;1.25;Alle;0;;;27-9-2022 09:39;POINT(121652.376153201 484082.139256036)
34366966_1095735;34366966_1144505;Gemeente Amsterdam;L ,;1;1.0;Alle;0;;;27-9-2022 09:39;POINT(121844.376153201 484194.839256036)
34366966_1095736;34366966_1144858;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(124872.839194592 479847.823406004)
34366966_1095736;34366966_1144859;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(124872.839194592 479847.823406004)
34366966_1095737;34366966_1144859;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(124910.339194592 479781.823406004)
34366966_1095737;34366966_1144858;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(124910.339194592 479781.823406004)
34366966_1095739;34366966_1144693;Gemeente Amsterdam;R ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122998.882933937 487021.872719453)
34366966_1095741;34366966_1144810;Gemeente Amsterdam;L H. Cleyndertweg,Amsterdam;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(124440.548077993 490681.720974966)
34366966_1095742;34366966_1279918;Gemeente Amsterdam;R Valburgdreef,Amsterdam;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(127484.037986222 479345.776833886)
34366966_1095743;34366966_1279475;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126030.069387894 481141.098844267)
34366966_1095743;34366966_1280090;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(126030.069387894 481141.098844267)
34366966_1095745;34366966_1144718;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124409.494258459 483614.484484942)
34366966_1095745;34366966_1144721;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(124409.494258459 483614.484484942)
34366966_1095746;34366966_1144988;Gemeente Amsterdam;L ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(127121.401402082 479511.295338748)
34366966_1095747;34366966_1144410;Gemeente Amsterdam;R ,;4;1.25;Geen;1;;;27-9-2022 09:39;POINT(121181.174643133 483289.029902738)
34366966_1095747;34366966_1144403;Gemeente Amsterdam;R ,;4;1.0;Geen;1;;;27-9-2022 09:39;POINT(121181.174643133 483289.029902738)
34366966_1095748;34366966_1144893;Gemeente Amsterdam;R Beemsterstraat,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(125295.268187143 489890.079942675)
34366966_1095749;34366966_1144115;Gemeente Amsterdam;R Willem de Zwijgerlaan,Amsterdam;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(118850.677885629 488405.551930774)
34366966_1095750;34366966_616336;Gemeente Amsterdam;R ,;2;1.25;Alle;0;;;27-9-2022 09:39;POINT(121866.560266115 483707.152394833)
34366966_1095752;34366966_1144997;Gemeente Amsterdam;R ,;4;1.5;Alle;0;;;27-9-2022 09:39;POINT(127583.266029097 482494.498002076)
34366966_1095753;34366966_1143902;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(116321.778836094 489169.236379279)
34366966_1095753;34366966_1279181;Gemeente Amsterdam;L ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(116321.778836094 489169.236379279)
34366966_1095754;34366966_790704;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(122892.394873511 486099.671760827)
34366966_1095756;34366966_100914;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(120640.826157544 482327.028394625)
34366966_1095756;34366966_100915;Gemeente Amsterdam;R ,;3;1.5;Alle;0;;;27-9-2022 09:39;POINT(120640.826157544 482327.028394625)
34366966_1095757;34366966_1355118;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(124541.597513228 480181.26902284)
34366966_1095757;34366966_1355119;Gemeente Amsterdam;L ,;3;1.0;Alle;0;;;27-9-2022 09:39;POINT(124541.597513228 480181.26902284)
34366966_1095759;34366966_1143767;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(114441.602380872 485428.972735167)
34366966_1095760;34366966_1143767;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(114414.602380872 485510.972735167)
34366966_1095761;34366966_1143777;Gemeente Amsterdam;R ,;4;1.0;Alle;0;;;27-9-2022 09:39;POINT(114857.146246094 490477.602213772)
34366966_1095762;34366966_103147;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(122557.009317543 485531.999169448)
34366966_1095762;34366966_103149;Gemeente Amsterdam;L ,;2;1.0;Alle;0;;;27-9-2022 09:39;POINT(122557.009317543 485531.999169448)
34366966_1095763;34366966_103759;Gemeente Amsterdam;L ,;3;1.25;Alle;0;;;27-9-2022 09:39;POINT(123495.974929981 491346.128315657)
34366966_1095764;34366966_1279855;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123593.208363712 489918.270749862)
34366966_1095764;34366966_1279854;Gemeente Amsterdam;R ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(123593.208363712 489918.270749862)
34366966_1095766;34366966_1145011;Gemeente Amsterdam;L ,;4;1.25;Alle;0;;;27-9-2022 09:39;POINT(128052.97627284 480794.28559802)
34366966_1095767;34366966_1144244;Gemeente Amsterdam;R Apollolaan,Amsterdam;2;1.5;Alle;0;;;27-9-2022 09:39;POINT(120039.017414365 484844.058132492)
