identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsAfstand;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
51791811_29605;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(174964 560167,174924 560069)
51791811_29606;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(174924 560069,174923 560068,174867 559981)
51791811_29607;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;3892;-999;290;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:33;LINESTRING(174867 559981,174832 559926,174810 559891)
51791811_29611;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175107 561989,175109 561988,175168 561944,175185 561929)
51791811_29612;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175185 561929,175222 561896,175257 561862)
51791811_29613;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175257 561862,175269 561850,175325 561792)
51791811_29614;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175325 561792,175345 561771,175377 561709)
51791811_29615;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175377 561709,175421 561625,175421 561621)
51791811_29616;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175421 561621,175421 561523)
51791811_29617;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:33;LINESTRING(175421 561523,175421 561492,175405 561426)
51791811_29618;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175405 561426,175391 561361,175381 561331)
51791811_29619;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175381 561331,175350 561238)
51791811_29620;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175350 561238,175338 561204,175318 561144)
51791811_29621;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175318 561144,175285 561052)
51791811_29622;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175285 561052,175270 561008,175252 560959)
51791811_29623;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175252 560959,175219 560866)
51791811_29624;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175219 560866,175199 560812,175185 560774)
51791811_29625;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175185 560774,175151 560681)
51791811_29626;Gemeente Súdwest-Fryslân;G;Stadsrondweg-Oost;;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;3981;-999;292;191;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(175151 560681,175118 560589)
01178978_31702;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9872;-999;288;456;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(177902 580179,177991 580216)
01178978_31703;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9872;-999;288;456;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(177991 580216,178080 580253)
01178978_31704;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9872;-999;288;456;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178080 580253,178099 580261,178170 580289)
01178978_31705;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9872;-999;288;456;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178170 580289,178259 580324)
01178978_31706;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9583;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(177897 580204,177988 580234)
01178978_31707;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9583;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(177988 580234,177999 580238,178078 580267)
01178978_31708;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9583;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178078 580267,178094 580273,178168 580300)
01178978_31709;Provincie Fryslân;P;WESTERGOAWEI;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9583;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178168 580300,178174 580302,178186 580307,178257 580335)
01178978_32111;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178257 580335,178349 580371)
01178978_32112;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178349 580371,178441 580408)
01178978_32113;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178441 580408,178533 580444)
01178978_32114;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178533 580444,178625 580480)
01178978_32115;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178625 580480,178690 580506,178717 580516)
01178978_32116;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178717 580516,178775 580537,178810 580548)
01178978_32117;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178810 580548,178834 580555,178869 580562,178907 580566)
01178978_32118;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178907 580566,178912 580566,178970 580566,178987 580565,179005 580564)
01178978_32119;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179005 580564,179029 580562,179104 580553)
01178978_32120;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179104 580553,179202 580542)
01178978_32121;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179202 580542,179291 580531,179300 580530)
01178978_32122;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179300 580530,179398 580518)
01178978_32123;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179398 580518,179471 580509,179495 580506)
01178978_32124;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179495 580506,179508 580504,179536 580499,179572 580489,179591 580481)
01178978_32125;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179591 580481,179635 580463,179675 580444,179681 580441)
01178978_32126;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179681 580441,179685 580438,179703 580426,179726 580409,179748 580392,179759 580381)
01178978_32127;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178259 580324,178352 580360)
01178978_32128;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178352 580360,178445 580397)
01178978_32129;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178445 580397,178537 580433)
01178978_32130;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178537 580433,178630 580470)
01178978_32131;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178630 580470,178710 580501,178723 580506)
01178978_32132;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178723 580506,178792 580531,178817 580538)
01178978_32133;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178817 580538,178847 580546,178880 580552,178914 580555)
01178978_32134;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(178914 580555,178919 580555,178958 580555,178996 580553,179014 580551)
01178978_32135;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179014 580551,179113 580540)
01178978_32136;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179113 580540,179211 580528)
01178978_32137;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179211 580528,179274 580521,179310 580517)
01178978_32138;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179310 580517,179409 580504)
01178978_32139;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179409 580504,179469 580497,179505 580493,179508 580492)
01178978_32140;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179508 580492,179537 580485,179557 580481,179600 580466,179603 580465)
01178978_32141;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179603 580465,179629 580452,179648 580442,179684 580421,179690 580416)
01178978_32142;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179690 580416,179706 580404,179715 580398,179745 580373,179766 580352)
01178978_32143;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179766 580352,179803 580315,179809 580310,179836 580282)
01178978_32144;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179836 580282,179882 580234,179905 580210)
01178978_32145;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9798;-999;288;447;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179905 580210,179975 580139)
01178978_32146;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;10024;-999;290;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(179975 580139,180000 580114,180047 580079,180052 580076)
01178978_32147;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;10024;-999;290;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180052 580076,180088 580053,180126 580031,180137 580026)
01178978_32148;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;10024;-999;290;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180137 580026,180150 580021,180171 580012,180199 580005,180232 579996)
01178978_32149;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;10024;-999;290;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180232 579996,180237 579995,180253 579992,180300 579986,180330 579980)
01178978_32150;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;10024;-999;290;451;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180330 579980,180428 579962)
01178978_33122;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179759 580381,179775 580366,179807 580335,179822 580321,179858 580284)
59734817_33728;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;19507;-999;1687;355;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180788 579921,180831 579915)
01178978_33123;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179858 580284,179896 580245,179925 580215)
01178978_33124;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;9166;-999;291;458;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:34;LINESTRING(179925 580215,179959 580178,179963 580174,179985 580153,179992 580146)
01178978_33125;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;9377;-999;293;462;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(179992 580146,180000 580139,180049 580098,180064 580087,180066 580086)
01178978_33126;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;9377;-999;293;462;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180066 580086,180100 580064,180139 580043,180150 580038)
01178978_33127;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;9377;-999;293;462;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180150 580038,180173 580029,180184 580025,180196 580021,180242 580010)
01178978_33128;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;9377;-999;293;462;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180242 580010,180278 580002,180336 579993)
01178978_33129;Provincie Fryslân;P;Harlingerstraatweg;N383;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;100;-999;9377;-999;293;462;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180336 579993,180348 579991,180430 579973)
59734817_33426;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9754;-999;844;178;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180440 579961,180535 579947)
59734817_33427;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9754;-999;844;178;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180535 579947,180537 579947,180556 579946,180602 579944,180630 579945)
59734817_33428;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9754;-999;844;178;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180443 579972,180537 579959)
59734817_33429;Gemeente Leeuwarden;G;Harlingerstraatweg;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9754;-999;844;178;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:34;LINESTRING(180537 579959,180545 579958,180606 579951,180630 579945)
59734817_33706;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;15252;-999;268;134;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180889 579127,180898 579206)
59734817_33707;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;15252;-999;268;134;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180898 579206,180907 579285)
59734817_33708;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13940;-999;350;192;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180911 579312,180917 579360,180926 579426)
59734817_33709;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13940;-999;350;192;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180926 579426,180935 579489)
59734817_33710;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13940;-999;350;192;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180935 579489,180945 579561)
59734817_33711;Gemeente Leeuwarden;G;Hermesbrug;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;15252;-999;268;134;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180883 579061,180887 579110,180888 579121)
59734817_33712;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180881 579035,180881 579032,180881 579010,180883 578992,180887 578971,180894 578952,180903 578932)
59734817_33713;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180903 578932,180905 578926,180923 578895,180958 578841)
59734817_33714;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180958 578841,181001 578776,181017 578752)
59734817_33715;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181017 578752,181032 578729,181076 578663)
59734817_33716;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181076 578663,181095 578634,181129 578585,181136 578575)
59734817_33717;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181136 578575,181164 578537,181201 578495,181204 578492)
59734817_33718;Gemeente Leeuwarden;G;STEPHENSONVIADUCT;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13913;-999;638;143;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(181204 578492,181254 578442,181270 578427,181281 578419)
59734817_33719;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13940;-999;350;192;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180945 579561,180965 579695)
59734817_33720;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13940;-999;350;192;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180965 579695,180982 579804,180982 579808)
59734817_33721;Gemeente Leeuwarden;G;Heliconweg;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;13940;-999;350;192;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:34;LINESTRING(180982 579808,180985 579822)
