identificatie;naamOverheid;typeOverheid;straatnaam;wegnummer;rekenmethode;wegsoort;tunnelfactor;hoogte;taludSoort;overdrachtLinksSoort;overdrachtLinksAfstand;overdrachtLinksHoogte;overdrachtRechtsSoort;overdrachtRechtsAfstand;overdrachtRechtsHoogte;maximumsnelheid;maximumsnelheidDynamisch;intensiteitLichtVerkeer;intensiteitLichtVerkeerDynamisch;intensiteitMiddelzwaarVerkeer;intensiteitZwaarVerkeer;intensiteitBusVerkeer;stagnatiefactorLichtVerkeer;stagnatiefactorMiddelzwaarVerkeer;stagnatiefactorZwaarVerkeer;stagnatiefactorBusVerkeer;opmerking;tijdstipRegistratie;geometrie
59734817_35715;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184071 577018,184108 576924)
59734817_35716;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184108 576924,184145 576830)
59734817_35717;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184145 576830,184182 576736)
59734817_35718;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184182 576736,184219 576642)
59734817_35719;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184219 576642,184256 576549)
59734817_35720;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184256 576549,184293 576455)
59734817_35721;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184293 576455,184297 576444,184329 576361)
59734817_35722;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184329 576361,184366 576267)
59734817_35723;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184366 576267,184402 576172)
59734817_35724;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184402 576172,184402 576172,184425 576114,184436 576085,184439 576078)
59734817_35725;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184439 576078,184449 576053,184476 575985)
59734817_35726;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184476 575985,184486 575959,184514 575896,184516 575892)
59734817_35727;Gemeente Leeuwarden;G;Drachtsterweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;100;-999;11650;-999;513;350;-999;0.0700;0.0700;0.0700;-999;;27-9-2022 09:06:35;LINESTRING(184516 575892,184548 575810,184552 575798)
59734817_35728;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184210 578326,184306 578352)
59734817_35729;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184306 578352,184402 578378)
59734817_35730;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184402 578378,184498 578404)
59734817_35731;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184498 578404,184594 578430)
59734817_35732;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184594 578430,184690 578456)
59734817_35733;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184207 578337,184303 578362)
59734817_35734;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184303 578362,184399 578388)
59734817_35735;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184399 578388,184495 578413)
59734817_35736;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184495 578413,184591 578439)
59734817_35737;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184591 578439,184687 578464)
59734817_36011;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184690 578456,184710 578461,184802 578487)
59734817_36012;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184802 578487,184836 578497,184885 578516,184910 578527,184911 578528)
59734817_36013;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184911 578528,185000 578574,185015 578581)
59734817_36014;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184687 578464,184707 578470,184799 578496)
59734817_36015;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184799 578496,184811 578500,184843 578509,184876 578521,184899 578531,184908 578536)
59734817_36016;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(184908 578536,185000 578584,185011 578590)
59734817_36017;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8428;-999;175;140;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184852 580069,184863 580038)
59734817_36018;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8428;-999;175;140;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184837 580067,184851 580032)
59734817_36019;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184863 580038,184898 579945)
59734817_36020;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184898 579945,184906 579924,184909 579914,184932 579852)
59734817_36021;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184932 579852,184967 579759)
59734817_36022;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184967 579759,185000 579673,185002 579667)
59734817_36023;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185002 579667,185037 579574)
59734817_36024;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185037 579574,185070 579485,185071 579481)
59734817_36025;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185071 579481,185104 579387)
59734817_36026;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184851 580032,184886 579939)
59734817_36027;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184886 579939,184886 579939,184893 579919,184896 579909,184900 579898,184920 579847)
59734817_36028;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184920 579847,184956 579755)
59734817_36029;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184956 579755,184967 579726,184991 579662)
59734817_36030;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184991 579662,185000 579640,185026 579570)
59734817_36031;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185026 579570,185060 579477,185060 579477)
59734817_36032;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185060 579477,185093 579384)
59734817_36033;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184667 580561,184703 580463)
59734817_36034;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8428;-999;175;140;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184703 580463,184739 580364)
59734817_36035;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184739 580364,184761 580305,184776 580265)
59734817_36036;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184776 580265,184807 580185,184814 580167)
59734817_36037;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184814 580167,184841 580095,184852 580069)
59734817_36038;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184631 580660,184667 580561)
59734817_36039;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184601 580709,184623 580650,184635 580617)
59734817_36040;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184635 580617,184656 580559,184668 580525)
59734817_36041;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184668 580525,184702 580433)
59734817_36042;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184702 580433,184710 580410,184735 580342)
59734817_36043;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184735 580342,184751 580298,184769 580250)
59734817_36044;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184769 580250,184803 580159)
59734817_36045;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184803 580159,184837 580067)
59734817_36046;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184531 581232,184531 581170,184530 581134)
59734817_36047;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184530 581134,184530 581105,184533 581053,184534 581037)
59734817_36048;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184534 581037,184536 581015,184542 580963,184546 580940)
59734817_36049;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184546 580940,184557 580885,184567 580844)
59734817_36050;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184567 580844,184570 580830,184582 580792,184597 580752)
59734817_36051;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8428;-999;175;140;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184597 580752,184631 580660)
59734817_36052;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184517 581230,184517 581175,184518 581124)
59734817_36053;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184518 581124,184518 581108,184521 581052,184525 581018)
59734817_36054;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184525 581018,184534 580948,184541 580912)
59734817_36055;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184541 580912,184549 580874,184559 580834,184567 580809)
59734817_36056;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;9646;-999;190;190;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(184567 580809,184579 580769,184601 580709)
59734817_36340;Gemeente Leeuwarden;G;Planetenlaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185036 578603,185078 578625,185165 578670)
59734817_36341;Gemeente Leeuwarden;G;Planetenlaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185040 578593,185146 578645,185159 578652,185167 578655)
59734817_36342;Gemeente Leeuwarden;G;Planetenlaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185165 578670,185175 578675,185223 578696,185295 578720)
59734817_36343;Gemeente Leeuwarden;G;Planetenlaan;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185167 578655,185211 578674,185244 578686,185300 578703)
59734817_36344;Gemeente Leeuwarden;G;Greunsbrug;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185015 578581,185040 578593)
59734817_36345;Gemeente Leeuwarden;G;Greunsbrug;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;70;-999;9842;-999;280;304;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185011 578590,185036 578603)
59734817_36346;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185206 579062,185230 578978)
59734817_36347;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185230 578978,185235 578962,185256 578893)
59734817_36348;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185256 578893,185281 578809)
59734817_36349;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185281 578809,185307 578724)
59734817_36350;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185104 579387,185109 579371,185139 579279)
59734817_36351;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185139 579279,185163 579204,185174 579171)
59734817_36352;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185174 579171,185177 579161,185206 579062)
59734817_36353;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185195 579060,185219 578975)
59734817_36354;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185219 578975,185221 578968,185244 578890)
59734817_36355;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185244 578890,185270 578805)
59734817_36356;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185270 578805,185295 578720)
59734817_36357;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185093 579384,185117 579316,185130 579277)
59734817_36358;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185130 579277,185140 579246,185153 579201,185163 579169)
59734817_36359;Gemeente Leeuwarden;G;Anne Vondelingweg;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;80;-999;8563;-999;178;142;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(185163 579169,185188 579087,185195 579060)
01178978_36634;Provincie Fryslân;P;Pieter Stuyvesantweg;N351;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1945;-999;131;69;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185738 535528,185763 535611,185766 535618)
01178978_36635;Provincie Fryslân;P;Pieter Stuyvesantweg;N351;SRM1;b;1.0000;-999;;;-999;-999;;-999;-999;80;-999;1945;-999;131;69;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(185766 535618,185785 535664,185802 535704)
59734817_144867;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(181496 580697,181532 580718,181545 580725)
59734817_144868;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;8315;-999;263;175;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(181545 580725,181583 580744,181593 580748)
59734817_144869;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(181923 580798,181953 580800,181977 580801)
59734817_144870;Gemeente Leeuwarden;G;Dammelaan;;SRM2;92;1.0000;0;;;-999;-999;;-999;-999;50;-999;7505;-999;237;158;-999;0.0000;0.0000;0.0000;-999;;27-9-2022 09:06:35;LINESTRING(181977 580801,182037 580803)
59734817_144873;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;7468;-999;238;214;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:35;LINESTRING(182182 577895,182193 577895,182207 577890)
59734817_144874;Gemeente Leeuwarden;G;Julianalaan;;SRM1;d;1.0000;-999;;;-999;-999;;-999;-999;50;-999;7468;-999;238;214;0;0.0700;0.0700;0.0700;0.0000;;27-9-2022 09:06:35;LINESTRING(182207 577890,182257 577874,182279 577870)
59734817_144879;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9881;-999;244;364;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(182570 577854,182589 577853)
59734817_144880;Gemeente Leeuwarden;G;Aldlansdyk;;SRM1;c;1.0000;-999;;;-999;-999;;-999;-999;50;-999;9881;-999;244;364;0;0.0000;0.0000;0.0000;0.0000;;27-9-2022 09:06:35;LINESTRING(182589 577853,182672 577851,182672 577851)
